Split_type,Task,Seed,Best_validation_score,eta,fine_weight,temperature,mid_floor,early_tau,late_tau,order_blend,prior_sigma,q_prior_weakening
case_split,CSP1,2026,0.38569320745096364,0.85,0.03,2.0,0.01,0.33,0.73,0.01,0.45,False
case_split,CSP2,2026,0.527161513914791,0.98,0.05,2.0,0.0,0.28,0.55,0.0,0.55,False
case_split,CSP3,2026,0.5486884161605488,0.88,0.03,2.0,0.0,0.45,0.68,0.1,0.55,False
case_split,CSP4,2026,0.4607424190418604,0.98,0.03,2.0,0.01,0.25,0.58,0.03,0.55,True
