Split_type,Method,Acc_mean,Acc_std,Macro-F1_mean,Macro-F1_std,Balanced-Acc_mean,Balanced-Acc_std,E-F1_mean,E-F1_std,M-F1_mean,M-F1_std,L-F1_mean,L-F1_std,E-Rec_mean,E-Rec_std,M-Rec_mean,M-Rec_std,L-Rec_mean,L-Rec_std,M-Pre_mean,M-Pre_std,M→E_mean,M→E_std,M→L_mean,M→L_std,E→M_mean,E→M_std,L→M_mean,L→M_std,Rev_mean,Rev_std,Jump_mean,Jump_std,Smooth_mean,Smooth_std,Predicted_class_count_mean,Predicted_class_count_std
case_split,B10,0.4068627450980392,0.12754144602313267,0.31230655065254387,0.12204234468156293,0.4244549615144581,0.16968375861602172,0.19128787878787878,0.14178005509252198,0.5369224999867954,0.14080089426761452,0.20870927318295737,0.10785048242593326,0.5625,0.5153882032022076,0.48018306636155605,0.17965775565435047,0.23068181818181818,0.036623127167490346,0.6804250208855472,0.21059427220404123,0.19098398169336384,0.1935541704332302,0.3288329519450801,0.2374365828077979,0.4375,0.5153882032022076,0.5568181818181819,0.27002448618689356,1.25,0.9574271077563381,0.25,0.5,0.07860376289747177,0.10526918501049427,2.75,0.5
case_split,B11,0.5084967320261438,0.2366031126930714,0.4963734862631922,0.23037389363528069,0.6299907253311144,0.13596184451033572,0.5324420677361853,0.29542495610592195,0.5497159090909092,0.24545520307150967,0.406962481962482,0.17437645531116988,0.78125,0.295363476640788,0.4825858123569794,0.2956153824170125,0.6261363636363637,0.3371075925066356,0.7308270676691729,0.12183235549190433,0.1863157894736842,0.25313108513256094,0.33109839816933634,0.27933822685691667,0.1875,0.23935677693908453,0.31136363636363634,0.25802545414401634,1.5,0.5773502691896257,0.5,1.0,0.2676972898258511,0.059969429310580656,3.0,0.0
case_split,B12,0.5168300653594772,0.22392871303308665,0.49782105603184035,0.21778785943574808,0.6301342660009709,0.1276387268220794,0.5342803030303029,0.2919864932817153,0.5628023936847467,0.23623367378345209,0.39638047138047144,0.1593806706862331,0.78125,0.295363476640788,0.5057437070938215,0.30226225656700473,0.6034090909090909,0.3551156060551435,0.721460890368213,0.14431835125153922,0.1763157894736842,0.23347469665830184,0.31794050343249425,0.2943576214022605,0.21875,0.295363476640788,0.3340909090909091,0.28780302033230415,1.0,0.816496580927726,0.25,0.5,0.15116577738685127,0.03834305613197619,3.0,0.0
case_split,B9,0.4302036199095023,0.12177096086074646,0.3942194056441368,0.1581975759673651,0.5623969508752117,0.10743812814443478,0.33012820512820507,0.3066890695873253,0.46239468416887775,0.10904835257536116,0.39013532763532766,0.14592668309013263,0.625,0.47871355387816905,0.35537267080745344,0.11974929230790049,0.7068181818181818,0.21645465363417302,0.7320418552036199,0.20149425453159264,0.12785714285714284,0.15886288102003687,0.5167701863354037,0.14405653678831523,0.375,0.47871355387816905,0.16818181818181818,0.20103040352269075,0.25,0.5,0.25,0.5,0.16149736153470523,0.023991625540859884,2.75,0.5
