q-MAE_mean,q-MAE_std,q-RMSE_mean,q-RMSE_std,q-R2_mean,q-R2_std,Spearman_mean,Spearman_std,Pearson_mean,Pearson_std,q-Smooth_mean,q-Smooth_std
0.213246471249655,0.030352066949961218,0.2405432896005364,0.030069969702131848,0.35274162519278796,0.17353834689754505,0.6962908658583593,0.14541444409760837,0.6825207767118534,0.1754971281977827,0.04720175831296325,0.021750813718770887
