epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.5823154135754234,1.5389138962093152,0.23178478096358965,0.6611842105263158,0.5365963953993443,1.0,0.0,0.25000541688656086,-0.34074693213619844
2,1.2059242913597508,1.051743375627618,0.16659876878292354,0.743421052631579,0.6800176866474116,1.0,0.0,0.22577758987673302,-0.09347696836822772
3,0.7615684615938287,0.7012753894454554,0.07808928940454073,0.881578947368421,0.875530878650561,1.0,0.0,0.19038026683919554,0.2225153258036523
4,0.47022316016648946,0.5551237997255827,0.042731526667746975,0.9473684210526315,0.9474663421517774,1.0,0.0,0.1710300826064861,0.3725299726070994
5,0.3888530323379918,0.4757936400802512,0.036956214693942516,0.9605263157894737,0.9604947043710608,1.0,0.0,0.17867783899997583,0.3151596237938036
6,0.35136346911129196,0.5609737054297799,0.04289903665518987,0.944078947368421,0.9449969529298287,1.0,0.0,0.15213912007822675,0.5034879708019115
7,0.29955639180384186,0.6965011609228033,0.07608904048187076,0.8782894736842105,0.8746475526955986,1.0,0.0,0.14141201027392436,0.571036276121072
8,0.2620992566409864,0.7865161276177356,0.08207108761659337,0.8717105263157895,0.865954282947747,1.0,0.0,0.16857372500917478,0.3904241656101284
9,0.23845792051992917,0.5517963437657607,0.04480081746187971,0.944078947368421,0.9441836202399582,1.0,0.0,0.17529587744393474,0.3408391884380487
10,0.2680881337115639,0.4670781948064503,0.03784615497002859,0.9572368421052632,0.9572579431475137,1.0,0.0,0.17128801072177427,0.3706359877002817
11,0.23888051509857178,0.4870815943730505,0.039330639569719675,0.9539473684210527,0.9548216797923103,1.0,0.0,0.1656661719162327,0.41127070243027075
12,0.2180138747943075,0.4944009874996386,0.04049484632411983,0.9506578947368421,0.9505761994198627,1.0,0.0,0.16457179834289168,0.41902318106714687
13,0.20805321045612035,0.5098494620699632,0.04395201791404737,0.944078947368421,0.9422258119916997,1.0,0.0,0.17409235195767814,0.34985929225133505
14,0.19420623230306724,0.5203095752941934,0.043142917954422266,0.9473684210526315,0.9464033438719417,1.0,0.0,0.178533948002153,0.3162621968613031
15,0.1996289225001084,0.5674910153213301,0.05426141218379367,0.9243421052631579,0.9226760936103496,1.0,0.0,0.17248450793214354,0.3618126922693501
16,0.19095747800249802,0.5328176923488316,0.04593908109852352,0.9407894736842105,0.9398255743724784,1.0,0.0,0.17360437620793354,0.35349883494762036
17,0.1843150916852449,0.5043116862836637,0.041859818934544435,0.9506578947368421,0.9506802830045636,1.0,0.0,0.17853377520124045,0.3162635204242499
18,0.1864788736167707,0.47340432279988337,0.042089210522703535,0.9506578947368421,0.9506802830045636,1.0,0.0,0.1808276910828315,0.2985804787943045
19,0.1737858719731632,0.48769315214533554,0.04166766130388482,0.9506578947368421,0.9506802830045636,1.0,0.0,0.17661219889464433,0.33090255732886664
20,0.17896409411179393,0.48027117942508896,0.039554369726228625,0.9539473684210527,0.9539017431465039,1.0,0.0,0.17172261091232424,0.36743823072059456
21,0.1856518301524614,0.4781023961933036,0.040956069794010536,0.9506578947368421,0.9497563650415192,1.0,0.0,0.17330347727518913,0.3557379827091566
22,0.18047843716646494,0.500369764472309,0.04139383248433744,0.9506578947368421,0.9505761994198627,1.0,0.0,0.17356165994506767,0.3538169457783281
23,0.18503184851847196,0.4799623340368271,0.040703139398414176,0.9539473684210527,0.9547453236549702,1.0,0.0,0.17916210179115766,0.3114424070155196
