epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.6160080199148141,1.6200357652177997,0.5017937944757641,0.5065359477124183,0.3929024081115336,0.5298507462686567,0.4701492537313433,0.2511276586054596,-0.3434272397815794
2,1.3963158442304024,1.3388660561804677,0.27773140828298243,0.5555555555555556,0.45101683638813794,1.0,0.0,0.24801165081776788,-0.3102954144473431
3,1.0873434290387272,0.8894417215796078,0.046091704249496226,0.9509803921568627,0.9500398519302508,1.0,0.0,0.22606927802427662,-0.08869981625351864
4,0.732930006349788,0.5928373360166362,0.038771505931316064,0.9575163398692811,0.9551060674877881,1.0,0.0,0.18767378465234202,0.24970460806020423
5,0.49912312354137695,0.5000169117466297,0.033848669457368,0.9640522875816994,0.9630128291302964,1.0,0.0,0.1687016525528045,0.3937332805916114
6,0.3962966688707763,0.403462836944979,0.027221355028005247,0.9803921568627451,0.9793376524747174,1.0,0.0,0.1775467691421131,0.3284929100263899
7,0.3293234209219615,0.3724940208827748,0.0317810402503403,0.9836601307189542,0.9826972586787525,0.9850746268656716,0.007462686567164179,0.18510030555165907,0.27014039751250063
8,0.29261189718651615,0.3973008518904642,0.03297445803717209,0.9771241830065359,0.9760464649866404,0.9925373134328358,0.007462686567164179,0.18789080393372956,0.24796837503578828
9,0.27681328385483983,0.3924579086646535,0.03518141309985259,0.9575163398692811,0.9526808474176894,1.0,0.0,0.1771769346895027,0.33128752918209914
10,0.25296197266750087,0.3911185716491899,0.048315897093951954,0.9444444444444444,0.938255552387289,0.9850746268656716,0.014925373134328358,0.190619023867653,0.22597045632134927
11,0.2558889456239401,0.3908187598963968,0.03668490576100516,0.9575163398692811,0.9514205237015211,1.0,0.0,0.1949668378649416,0.19025821459461933
12,0.23377530413125855,0.419632830261405,0.03905400761954567,0.954248366013072,0.9469193271402107,1.0,0.0,0.1920823713415789,0.21404067280933303
13,0.22104802036207485,0.4582845973812677,0.04866611504293723,0.9411764705882353,0.9328985786736769,0.9925373134328358,0.007462686567164179,0.19575587191523564,0.18369087529594186
14,0.214546821865381,0.4412716034970252,0.04415124035499285,0.9444444444444444,0.9358396126334144,1.0,0.0,0.19674365975082525,0.17543186758832308
15,0.21339924760114135,0.4255400046803593,0.04449023042780337,0.9444444444444444,0.9358396126334144,1.0,0.0,0.2001335604789304,0.14677239411403098
16,0.21761423213029998,0.451889014711567,0.05035549086926401,0.9379084967320261,0.9290051313037454,0.9925373134328358,0.007462686567164179,0.1944333403562907,0.19468362544724738
17,0.20887397414718578,0.46915730308083925,0.0553533504637263,0.934640522875817,0.9260923294722643,0.9850746268656716,0.014925373134328358,0.19836009797064924,0.1618269684748428
18,0.19473896336321736,0.48503481952193517,0.05936548406810987,0.9281045751633987,0.9183144854714275,0.9850746268656716,0.014925373134328358,0.2020760065871378,0.13012959274215707
19,0.19718165374269672,0.49001165542727204,0.05593172233139357,0.9313725490196079,0.9221777426804194,0.9850746268656716,0.014925373134328358,0.1989360039842056,0.15695290733805434
20,0.19354921404053183,0.47566601809333353,0.05436427064057009,0.9379084967320261,0.9293592370992544,0.9850746268656716,0.014925373134328358,0.19827002262005738,0.16258802463937583
21,0.1979324324847826,0.49841402792463113,0.054418706741689374,0.9379084967320261,0.9293592370992544,0.9850746268656716,0.014925373134328358,0.19881438363125023,0.15798339293471675
22,0.19886848651895336,0.4990147858663322,0.05540912436245035,0.934640522875817,0.9260923294722643,0.9850746268656716,0.014925373134328358,0.19891783695788973,0.15710687604247064
23,0.18731656203082964,0.48823471786149963,0.0556278754962645,0.934640522875817,0.9260923294722643,0.9850746268656716,0.014925373134328358,0.2011053482960312,0.13846624839802757
24,0.19175073387576083,0.5238353512645547,0.05570402748069928,0.934640522875817,0.9260923294722643,0.9850746268656716,0.014925373134328358,0.201866868140379,0.13192920476136927
