epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.5770106941362552,1.6084271736715323,0.3837924089776456,0.3754152823920266,0.18739635157545606,1.0,0.0,0.23067792855598088,-0.18196840357958055
2,1.143131626404797,1.3165396079668572,0.22024490177136927,0.6710963455149501,0.5329407434670593,1.0,0.0,0.24313171323114974,-0.3130371144886408
3,0.7020998504074705,1.4697198923244033,0.19041885500125078,0.7009966777408638,0.6152366200364651,1.0,0.0,0.2714930945072853,-0.6372362686802013
4,0.4858267388470545,1.8455698450538407,0.1932053008720615,0.6976744186046512,0.624872320272076,0.9823008849557522,0.017699115044247787,0.272991670063112,-0.6553604399600459
5,0.39051915561638006,2.0178100048901633,0.26423474340973724,0.6179401993355482,0.5687050381794535,0.8495575221238938,0.1504424778761062,0.2440906908166639,-0.32341549257546376
6,0.4368666709459501,2.00735770665926,0.21401896557369543,0.6578073089700996,0.5947541132007151,0.9469026548672567,0.05309734513274336,0.24700513678501754,-0.35520735965121775
7,0.32817053938426843,2.102420151035651,0.20993844750115728,0.6744186046511628,0.5660434236625427,1.0,0.0,0.2792423207500315,-0.7320333850538054
8,0.29119399303811727,2.2437733241489957,0.2635666561068667,0.6312292358803987,0.5343087200843578,0.8938053097345132,0.09734513274336283,0.27172123100921247,-0.639988974328698
9,0.2723655091765711,2.9324769926229584,0.3150497242529058,0.5149501661129569,0.4335607537361923,0.8672566371681416,0.13274336283185842,0.26919026432917303,-0.6095796745329511
10,0.24037368754017788,2.923481426365748,0.2923017772847397,0.5282392026578073,0.4417509637084405,0.9203539823008849,0.07964601769911504,0.27196748577614677,-0.6429628906729681
11,0.2464172648036995,3.0956087777780934,0.3197572892678743,0.5049833887043189,0.4268166414955406,0.8672566371681416,0.13274336283185842,0.2694555046672019,-0.6127531606806353
12,0.21201714110928913,3.0135766659860197,0.3096754063739067,0.5149501661129569,0.4340527484349688,0.8849557522123894,0.11504424778761062,0.2721960534946249,-0.645725618575435
13,0.23390361993415806,3.1280412721475495,0.35261169229365935,0.48172757475083056,0.4117849328941127,0.7964601769911505,0.20353982300884957,0.26536729096006617,-0.5641866076144038
14,0.19581092696055225,2.7347544815849227,0.2827701555014306,0.5581395348837209,0.47764562515860676,0.9026548672566371,0.09734513274336283,0.26892937806899275,-0.6064613318914946
15,0.1989235323528911,3.0084628694477273,0.33448985086389055,0.5149501661129569,0.4426685134590065,0.8053097345132744,0.19469026548672566,0.27420355214708136,-0.6700902261593074
16,0.18094294872196806,3.070496231218509,0.345823237961744,0.5016611295681063,0.4325179290696532,0.7876106194690266,0.21238938053097345,0.268590094736317,-0.6024104413445579
17,0.19741438888632182,3.0294049190128365,0.3473809351302094,0.4983388704318937,0.42934766646106853,0.7876106194690266,0.21238938053097345,0.2680117603227908,-0.595517176152133
18,0.17372111471190405,3.34886472644996,0.37693133160959286,0.46511627906976744,0.4035307348360133,0.7433628318584071,0.25663716814159293,0.2648259921883627,-0.5578118299182675
19,0.16997978645701742,3.417808776678041,0.39240162111021093,0.45514950166112955,0.40410319593787336,0.7079646017699115,0.2920353982300885,0.26418867487492176,-0.5503229440618216
20,0.16166146208479554,3.444213545599649,0.383795888179726,0.46179401993355484,0.40816780549817255,0.7256637168141593,0.2743362831858407,0.2655317129273582,-0.5661255528017834
21,0.15703710416127678,3.494958763502761,0.3725480565049383,0.4684385382059801,0.41343124981949386,0.7522123893805309,0.24778761061946902,0.26836450061317674,-0.5997197794595905
