epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.6161373552689917,1.6316055439635369,0.25274741965408554,0.6777408637873754,0.6374207763913645,0.753731343283582,0.0,0.23971669133204587,-0.24311525758486785
2,1.4107522560512504,1.3119422545860773,0.21953713006345588,0.6810631229235881,0.554136471263543,1.0,0.0,0.23319599681721417,-0.17640545304378152
3,1.0776249847538844,0.9253778552692198,0.08663814276727928,0.8704318936877077,0.8628936419093027,1.0,0.0,0.22250421386581734,-0.0710045794366867
4,0.7395343178530468,0.6715458671119918,0.05231630917518083,0.9335548172757475,0.9308514589647591,1.0,0.0,0.20940517628728153,0.05138568737938798
5,0.5119295014297447,0.5173319803915942,0.04327902442429477,0.946843853820598,0.9443064182194618,1.0,0.0,0.18597527963223018,0.25178693374664174
6,0.41437392892235536,0.4848615315269394,0.044181733117649044,0.9435215946843853,0.9425597261340503,1.0,0.0,0.1698287354922625,0.37606808744848286
7,0.34934078696558246,0.3959851625353791,0.03170500867074629,0.9700996677740864,0.968903591167742,1.0,0.0,0.17724923230371228,0.32035273577916745
8,0.3411243526246461,0.5130006926400321,0.0486947115048114,0.9368770764119602,0.9352737905369484,1.0,0.0,0.17981167602772988,0.30055974195822466
9,0.31402829794392634,0.5161884128057284,0.05203888375120061,0.9302325581395349,0.9288259741077968,1.0,0.0,0.18062091265931662,0.29424995883600324
10,0.2716015541177255,0.506831569529055,0.05124490137637565,0.9302325581395349,0.928141817030706,1.0,0.0,0.17727313595221988,0.3201694103614533
11,0.2587530193138756,0.5194150664877654,0.054086197186422574,0.9235880398671097,0.9206745719530929,1.0,0.0,0.17663984054742468,0.3250180250278425
12,0.25363465549541864,0.5162904686309967,0.05316216793108602,0.9269102990033222,0.924106449106449,1.0,0.0,0.18433969772655273,0.26488956208094283
13,0.2282816243924176,0.5387955001026293,0.05601337428608155,0.9235880398671097,0.9206745719530929,1.0,0.0,0.1959116115440144,0.1696996871962635
14,0.2241145866455826,0.58719879369007,0.06035691931876387,0.9136212624584718,0.9105447440672233,1.0,0.0,0.18902402339595326,0.22705453539258247
15,0.21570667463580634,0.5706696775664523,0.058014856703508436,0.9169435215946844,0.9139846172177708,1.0,0.0,0.18256753496746655,0.27895569529673536
16,0.21823688965303162,0.6048095661936408,0.06278868900507865,0.9069767441860465,0.9029068924645912,1.0,0.0,0.18378364717877946,0.26931771367135493
17,0.20268290838925943,0.6313509141091889,0.0611259171176375,0.9102990033222591,0.9063365753020926,1.0,0.0,0.1840894950892972,0.2668837255905582
18,0.20343224436935792,0.629377727096659,0.061921736169854455,0.9102990033222591,0.9070811644216316,1.0,0.0,0.18763693469765855,0.23835690973497203
19,0.20344463327398332,0.6516063466816645,0.06667178856584688,0.9003322259136213,0.8967318033356394,1.0,0.0,0.18415582058233035,0.26635536238616353
20,0.21110014543184807,0.6456819424201484,0.06486992034382977,0.9036544850498339,0.9002377713375415,1.0,0.0,0.1832995606402908,0.2731618817801611
21,0.21063775522170272,0.6961360738126938,0.07069527822605418,0.8903654485049833,0.8856477803846224,1.0,0.0,0.17784961178650227,0.31574072887967797
22,0.19755354679601136,0.7114868615552833,0.0705590082510468,0.8903654485049833,0.8856477803846224,1.0,0.0,0.17648691203642847,0.32618627001976963
23,0.20152148708354595,0.7330757629039676,0.07542859832160387,0.8803986710963455,0.8752230917278578,1.0,0.0,0.17397519195442943,0.34522890966981956
24,0.19650290020280503,0.6887964655790614,0.06736172686380779,0.8970099667774086,0.8925680666531847,1.0,0.0,0.17856399351457536,0.3102326587740406
25,0.1869012454023393,0.7081100790207568,0.06917685618856959,0.893687707641196,0.8890727365159755,1.0,0.0,0.17958477807814074,0.3023238257373231
