epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.551777588693719,1.6792544440219277,0.3016311274353436,0.506578947368421,0.38747346072186833,0.9203539823008849,0.07079646017699115,0.2174834031422363,-0.035747136137265656
2,1.1543415973061009,1.5938373615867214,0.23537950948392128,0.6480263157894737,0.5011726182574451,0.9823008849557522,0.0,0.23488630778574443,-0.20813899786198453
3,0.7662613768326608,1.697625624506097,0.27819105336041533,0.618421052631579,0.48789764868603047,0.9026548672566371,0.07964601769911504,0.28415727565665533,-0.7681498215300091
4,0.5308887864414015,1.8353404214507656,0.21126198513338396,0.680921052631579,0.5812924444032966,0.9823008849557522,0.0,0.2998600164021365,-0.9689678354325908
5,0.43070437406238754,2.0895033196399084,0.3031441810873734,0.6151315789473685,0.5503665926413642,0.7787610619469026,0.20353982300884957,0.27925793719093334,-0.7077038289678226
6,0.3720267854238811,1.9435247088733472,0.2051133709665676,0.6875,0.5999767923349119,0.9734513274336283,0.0,0.2858451765632849,-0.7892179118418832
7,0.3827406905199352,2.503506635364733,0.38563885417057,0.5460526315789473,0.49642251514521113,0.6194690265486725,0.35398230088495575,0.2671046199778487,-0.5622995244732729
8,0.2940989968023802,2.0454528143531396,0.2632530105918136,0.6842105263157895,0.6031208922287827,0.831858407079646,0.1415929203539823,0.27397242862218335,-0.6436722381322231
9,0.2659098113837995,2.191775817620127,0.24566349298861156,0.6710526315789473,0.5957825667076769,0.8761061946902655,0.09734513274336283,0.2709854246062587,-0.6080271065032647
10,0.25685799749274,2.5189187903153267,0.33634443643535006,0.6019736842105263,0.5437480620835308,0.6991150442477876,0.2743362831858407,0.2617355929888155,-0.500123699069668
11,0.2557392779149507,3.0465332897085893,0.4179757596559738,0.4901315789473684,0.45528058992625925,0.5663716814159292,0.39823008849557523,0.25696406126166443,-0.4459266955970558
12,0.22374440415909416,2.8698785932440507,0.36303446977520587,0.506578947368421,0.4692847630935117,0.6991150442477876,0.2743362831858407,0.26577234520679094,-0.5467533960150057
13,0.19334450050404198,3.074052409121865,0.38689273400011487,0.46381578947368424,0.4235347793498046,0.6902654867256637,0.2831858407079646,0.26364672229835023,-0.5221107521003938
14,0.1575380250027305,3.4203621274546574,0.4187141749446403,0.4276315789473684,0.3893419937524762,0.6637168141592921,0.30973451327433627,0.26759204369870854,-0.5680066264892929
15,0.1787998903738825,3.1516611576080322,0.38315988554408137,0.4901315789473684,0.44535049224991896,0.672566371681416,0.3008849557522124,0.2690592749013297,-0.5852488097174937
16,0.19112387377964823,3.122454778144234,0.3697501438678617,0.506578947368421,0.44539245620289,0.6991150442477876,0.2743362831858407,0.27441006019832553,-0.6489274923437847
17,0.20092194645028366,3.746568391197606,0.5152736962979635,0.3980263157894737,0.37168456495304175,0.40707964601769914,0.5663716814159292,0.2654501827572508,-0.5430057988322616
18,0.15667650221209778,3.34399760396857,0.40364728339960665,0.4605263157894737,0.41914993929060423,0.6460176991150443,0.3274336283185841,0.2691671791152011,-0.586520569086032
19,0.13894159542886833,3.2671781401885185,0.37734655409793033,0.4901315789473684,0.44994772731999005,0.6814159292035398,0.2920353982300885,0.268965453260652,-0.5841434420404934
20,0.1296773584265458,3.554986972557871,0.42430791445766575,0.45394736842105265,0.4239674102111571,0.5929203539823009,0.3805309734513274,0.2642128610042598,-0.5286547440935188
21,0.13170862119448812,3.757054843400654,0.4832918928220415,0.40131578947368424,0.3817659543090901,0.48672566371681414,0.4778761061946903,0.26503560810157406,-0.5381898927899682
22,0.14001888546504473,3.649656345969752,0.4505185654999362,0.4375,0.4128412328412328,0.5398230088495575,0.4336283185840708,0.26692779786400067,-0.5602317379517046
23,0.14024174997681066,3.672136629882612,0.45133418958140614,0.4342105263157895,0.4080024317210247,0.5398230088495575,0.4336283185840708,0.26714658268649794,-0.5627904442443357
24,0.1316377967596054,3.6052170176255074,0.401443116579812,0.46710526315789475,0.4267544067841713,0.6460176991150443,0.3274336283185841,0.2699389133979561,-0.5956310968103737
