epoch,train_loss,val_loss,val_score,val_acc,val_f1,val_middle_recall,val_middle_to_late_rate,val_q_RMSE,val_q_R2
1,1.5522707287782158,1.6245259973737929,0.25142273074076626,0.6339869281045751,0.49527785179263994,0.9469026548672567,0.04424778761061947,0.22109157595580625,-0.05602099408944161
2,1.152234525851954,1.4158847269669077,0.2563469969104274,0.6797385620915033,0.5273467654778446,0.8938053097345132,0.0,0.24359575342027637,-0.2819396711075548
3,0.760905030895682,1.508430429533416,0.24017057758291768,0.6993464052287581,0.5424588086185044,0.9469026548672567,0.0,0.2970791939919375,-0.9066572772351376
4,0.5326973007005804,1.8917324776742972,0.23254426211248777,0.6797385620915033,0.527070495678797,0.9911504424778761,0.0,0.31624402082249864,-1.1605922189085498
5,0.41576314693182903,2.118746318069159,0.23359670098265597,0.6666666666666666,0.5166278166278166,0.9911504424778761,0.0,0.29544037237123955,-0.8856793515452568
6,0.37582794766800076,2.2823875589308398,0.2526078754347121,0.6405228758169934,0.5005164702102948,0.9557522123893806,0.035398230088495575,0.28637071804643044,-0.7716803908805492
7,0.3772181338734097,2.326998913210202,0.23457438458048935,0.6535947712418301,0.5060373913001021,1.0,0.0,0.301764516437226,-0.9672724208639019
8,0.29226721891390733,2.4262871056600335,0.23883299638969055,0.6437908496732027,0.4980396177865014,0.9911504424778761,0.0,0.2920387299176396,-0.8425066478708181
9,0.2652643907303904,2.456007854611266,0.2372927303520682,0.6503267973856209,0.5035710104203255,0.9911504424778761,0.0,0.29323024744288817,-0.8575721669762764
10,0.24864855467104444,2.5050534485212337,0.23599718766060745,0.6535947712418301,0.5062318734615291,0.9911504424778761,0.0,0.2882574096518915,-0.7951019584955075
11,0.22320926413426992,2.4866171194836983,0.23708024755808454,0.6535947712418301,0.5064200132693283,0.9911504424778761,0.0,0.29965242805006,-0.9398304113839258
12,0.2239462220980451,2.5101791425468094,0.23547853360548004,0.6568627450980392,0.5090687528941532,0.9911504424778761,0.0,0.2915815073984897,-0.8367418230261578
13,0.20729160221184,2.4748274080114427,0.23510417086188828,0.6568627450980392,0.5090687528941532,0.9911504424778761,0.0,0.28783787996257215,-0.7898805798796737
14,0.2030010971368528,2.482715743819093,0.23332799205205146,0.6535947712418301,0.5062358276643991,1.0,0.0,0.2898959002457382,-0.8155671178325066
15,0.21432770408836066,2.46321917515175,0.23364275755756442,0.6633986928104575,0.5141612200435729,0.9911504424778761,0.0,0.28850114836759283,-0.7981389720292347
16,0.19369565047859366,2.58294727911357,0.2361037794206576,0.6535947712418301,0.5060588349892851,0.9911504424778761,0.0,0.28880421183566096,-0.801918759142918
17,0.17654624035934996,2.5905778392467624,0.23607696329707706,0.6535947712418301,0.5060588349892851,0.9911504424778761,0.0,0.2885360505998555,-0.7985740681154989
18,0.1788093263612074,2.6392937267527863,0.2367175328236944,0.6503267973856209,0.5035710104203255,0.9911504424778761,0.0,0.2874782721591503,-0.7854110295109653
19,0.1887442172547571,2.717968956317777,0.24036431407068157,0.6372549019607843,0.4928319623971798,0.9911504424778761,0.0,0.2917289405595847,-0.838599726274754
20,0.16720191131230272,2.722506214590634,0.2374178660763185,0.6503267973856209,0.5037620784445844,0.9911504424778761,0.0,0.29505480875816825,-0.8807607622460991
21,0.16622435700854446,2.682206982880636,0.23760995531740192,0.6503267973856209,0.5035710104203255,0.9911504424778761,0.0,0.2964024970962257,-0.8979810749068482
22,0.16430040570645552,2.682299308527529,0.23728639356505432,0.6503267973856209,0.5035710104203255,0.9911504424778761,0.0,0.29316687957274973,-0.8567694007261708
