Metric,Mean,Std,Min,Max,N
Acc,0.7386404943656852,,0.7386404943656852,0.7386404943656852,1
Macro-F1,0.751398700329652,,0.751398700329652,0.751398700329652,1
E-F1,0.8662952646239555,,0.8662952646239555,0.8662952646239555,1
M-F1,0.6494392979034618,,0.6494392979034618,0.6494392979034618,1
L-F1,0.7384615384615385,,0.7384615384615385,0.7384615384615385,1
M-Precision,0.7247007616974973,,0.7247007616974973,0.7247007616974973,1
M-Recall,0.588339222614841,,0.588339222614841,0.588339222614841,1
M_to_E,0.0,,0.0,0.0,1
M_to_L,0.411660777385159,,0.411660777385159,0.411660777385159,1
Rev,22.0,,22.0,22.0,1
Jump,0.0,,0.0,0.0,1
Smooth,0.0241797831969598,,0.0241797831969598,0.0241797831969598,1
q-MAE,0.0780332331553499,,0.0780332331553499,0.0780332331553499,1
q-RMSE,0.1213151711376608,,0.1213151711376608,0.1213151711376608,1
q-R2,0.5960337138473045,,0.5960337138473045,0.5960337138473045,1
Spearman,0.9216832288074724,,0.9216832288074724,0.9216832288074724,1
