Method,Dataset,Task,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
B3_Multitask_TCN_GRU,MTW_CM,D1M,0,0.3111747851002865,0.2224003850604754,0.532967032967033,0.0762631077216396,0.0579710144927536,0.1020408163265306,0.060882800608828,0.939117199391172,0.0,19,6,0.0417861831728991,0.1822346861408239,0.2405847894057889,-0.1508626960451917,0.7877184758365867
B3_Multitask_TCN_GRU,MTW_CM,D1M,1,0.3300859598853868,0.2417755235449713,0.547806524184477,0.1456221198156682,0.0318979266347687,0.1845794392523364,0.1202435312024353,0.8554033485540334,0.0243531202435312,15,5,0.0432329755028674,0.1848445699896993,0.2449675503506636,-0.1931754229257163,0.7562444870788388
B3_Multitask_TCN_GRU,MTW_CM,D1M,2,0.3025787965616046,0.1920959657314719,0.519979242345615,0.0563086548488008,0.0,0.0894039735099337,0.0410958904109589,0.9330289193302892,0.0258751902587519,17,2,0.0414571033922493,0.1881083483972111,0.2457043182365497,-0.2003634388027757,0.7857254387424281
B3_Multitask_TCN_GRU,MTW_CM,D1M,3,0.3071633237822349,0.2065295482310183,0.5387931034482759,0.0539499036608863,0.0268456375838926,0.0734908136482939,0.0426179604261796,0.9573820395738204,0.0,12,2,0.035312933316773,0.1626690401964367,0.2140320653281098,0.0891541894943024,0.8298826614230485
B3_Multitask_TCN_GRU,MTW_CM,D1M,4,0.3146131805157593,0.2186350928844633,0.5367727771679474,0.106060606060606,0.0130718954248366,0.1403508771929824,0.0852359208523592,0.9010654490106544,0.0136986301369863,17,3,0.0369297929046192,0.1817688190055137,0.2403874137552141,-0.1489751361865259,0.8411192602185713
B3_Multitask_TCN_GRU,MTW_CM,D1M,5,0.3409742120343839,0.2390202780521696,0.5293185419968305,0.1843409316154608,0.0034013605442176,0.2642045454545454,0.1415525114155251,0.8584474885844748,0.0,24,0,0.0523392861014437,0.1903896682713405,0.2502450614836878,-0.2451400763617646,0.7384212259890642
B3_Multitask_TCN_GRU,MTW_CM,D1M,6,0.3512893982808023,0.2637089428062941,0.5595036661026509,0.1854185418541854,0.0462046204620462,0.2268722466960352,0.1567732115677321,0.8432267884322678,0.0,25,4,0.0517419477588289,0.1887744606284996,0.2503712800336901,-0.2463964400890859,0.8442229020332452
B3_Multitask_TCN_GRU,MTW_CM,D1M,7,0.3174785100286533,0.2232903058540085,0.516761217122228,0.0345199568500539,0.1185897435897435,0.0592592592592592,0.0243531202435312,0.9756468797564688,0.0,16,1,0.0382258261978939,0.178297300337487,0.2289081379003475,-0.0418606742421987,0.8725272322014123
B3_Multitask_TCN_GRU,MTW_CM,D1M,8,0.329512893982808,0.2522748249318891,0.5998770743700061,0.1201581027667984,0.0367892976588628,0.125,0.1156773211567732,0.8843226788432268,0.0,10,0,0.0308187698130629,0.1436956957050029,0.1865043774446944,0.3083836688635533,0.8725987042013812
B3_Multitask_TCN_GRU,MTW_CM,D1M,9,0.3088825214899713,0.2150230553983953,0.5460490463215258,0.034917555771096,0.0641025641025641,0.0481283422459893,0.0273972602739726,0.9467275494672754,0.0258751902587519,17,3,0.0386434921932788,0.1836281661449093,0.2298560428195881,-0.0505071964136338,0.8863839046158155
B3_Multitask_TCN_GRU,MTW_CM,D1M,10,0.3363896848137536,0.2490475331920842,0.5262605042016807,0.10062893081761,0.120253164556962,0.1616161616161616,0.0730593607305936,0.9162861491628614,0.0106544901065449,19,9,0.0500900984097386,0.1875631454794089,0.240326026578573,-0.1483883888797552,0.5996997797376117
B3_Multitask_TCN_GRU,MTW_CM,D1M,11,0.3902578796561604,0.3132023473699027,0.610231425091352,0.2544570502431118,0.0749185667752443,0.2720970537261698,0.2389649923896499,0.7549467275494672,0.0060882800608828,27,3,0.0545708651871331,0.1641431348241661,0.2169770061086257,0.0639164671902531,0.8903446701427984
B3_Multitask_TCN_GRU,MTW_CM,D1M,12,0.318051575931232,0.224982187678308,0.5835760046592895,0.0913705583756345,0.0,0.1028571428571428,0.0821917808219178,0.9117199391171994,0.0060882800608828,14,0,0.0316264853854455,0.1459051414878361,0.1831748983930456,0.3328567456061587,0.6290211060730089
B3_Multitask_TCN_GRU,MTW_CM,D1M,13,0.3340974212034384,0.2523711639519017,0.5918487891317188,0.1098901098901098,0.0553745928338762,0.123574144486692,0.0989345509893455,0.8858447488584474,0.015220700152207,19,2,0.0397679371621361,0.1772701492335118,0.2347898485836563,-0.0960889815741352,0.9065878530868118
B3_Multitask_TCN_GRU,MTW_CM,D1M,14,0.3581661891117478,0.2730113217861877,0.6058041112454655,0.190089358245329,0.0231404958677685,0.2038327526132404,0.1780821917808219,0.8051750380517504,0.0167427701674277,16,2,0.0401360618461329,0.1672621818857527,0.2191571920665417,0.0450104146449126,0.8825170857975003
B3_Multitask_TCN_GRU,MTW_CM,D1M,15,0.366189111747851,0.2971806682722926,0.6076409945421467,0.1679135494596841,0.115987460815047,0.184981684981685,0.1537290715372907,0.8249619482496194,0.0213089802130898,15,9,0.0409536192207795,0.1670670012518249,0.218944453693739,0.0468635532276475,0.8995098392082692
B3_Multitask_TCN_GRU,MTW_CM,D1M,16,0.3065902578796561,0.1996512587250362,0.5284810126582279,0.0636815920398009,0.0067911714770797,0.0919540229885057,0.0487062404870624,0.9512937595129376,0.0,18,0,0.0340807130239501,0.145242851644069,0.1902463807954806,0.2803522237514566,0.9070190743321664
B3_Multitask_TCN_GRU,MTW_CM,D1M,17,0.3805157593123209,0.3187712003480645,0.6246882793017456,0.1876503608660785,0.1439749608763693,0.1983050847457627,0.1780821917808219,0.8127853881278538,0.0091324200913242,15,3,0.0375301905494823,0.1793641033738292,0.2353930514469638,-0.1017281803755594,0.818847134429365
B3_Multitask_TCN_GRU,MTW_CM,D1M,18,0.3031518624641834,0.1966156865947282,0.5205194805194805,0.0396246089676746,0.0297029702970297,0.0629139072847682,0.0289193302891933,0.9558599695585996,0.015220700152207,20,5,0.0457161996876751,0.189110903724033,0.2445857515641731,-0.1894590292842242,0.7953914031347721
