Method,Method name,Acc,Macro-F1,E-F1,M-F1,L-F1,M→E,M→L
B12,FGDS-PSI,0.9868421052631579,0.9871020928241414,0.9824561403508771,0.984375,0.994475138121547,0.02325581395348819,0.0
