Metric,Mean,Std,Min,Max,N
Acc,0.7421052631578947,0.08395428851933615,0.5263157894736842,0.8421052631578947,10
Macro-F1,0.4944192844192844,0.05551577609809706,0.3571428571428571,0.562962962962963,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.6833799533799535,0.08588583281586191,0.5,0.8,10
L-F1,0.7998778998778998,0.08598224363660818,0.5714285714285714,0.8888888888888888,10
M-Precision,0.720952380952381,0.16989614897380698,0.4,1.0,10
M-Recall,0.6666666666666667,1.1702778228589004e-16,0.6666666666666666,0.6666666666666666,10
M_to_E,0.0,0.0,0.0,0.0,10
M_to_L,0.33333333333327764,5.851389114294502e-17,0.3333333333332777,0.3333333333332777,10
Rev,1.6,0.6992058987801011,1.0,3.0,10
Jump,1.7,1.0593499054713802,0.0,3.0,10
Smooth,0.3759797431528568,0.1668425218339249,0.0552584007382392,0.6238492727279663,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
