Metric,Mean,Std,Min,Max,N
Acc,0.4115384615384616,0.08118533435378238,0.1923076923076923,0.4615384615384615,10
Macro-F1,0.26656294015182597,0.06477440104538111,0.1149425287356322,0.3511111111111111,10
E-F1,0.0,0.0,0.0,0.0,10
M-F1,0.14361823099145615,0.15491886753961012,0.0,0.3448275862068966,10
L-F1,0.6560705894640219,0.23573779672722153,0.0,0.7741935483870968,10
M-Precision,0.19941176470588234,0.22082035717354723,0.0,0.5,10
M-Recall,0.125,0.1482927535004349,0.0,0.4166666666666667,10
M_to_E,0.59999999999995,0.035136418446312385,0.5833333333332847,0.6666666666666111,10
M_to_L,0.27499999999997704,0.1363659745403617,0.0,0.4166666666666319,10
Rev,1.3,0.4830458915396479,1.0,2.0,10
Jump,1.9,1.1972189997378648,0.0,3.0,10
Smooth,0.14123796843923628,0.1621307512169899,0.0029836148023605,0.5135830044746399,10
q-MAE,,,,,0
q-RMSE,,,,,0
q-R2,,,,,0
Spearman,,,,,0
