Dataset,Method,Seed,Acc,Macro-F1,E-F1,M-F1,L-F1,M-Precision,M-Recall,M_to_E,M_to_L,Rev,Jump,Smooth,q-MAE,q-RMSE,q-R2,Spearman
NASA_Milling,B5_MultiSource_Attention,3,0.49908586836504454,0.30106330451158037,0.0,0.33945364979847736,0.5637362637362637,0.44019607843137254,0.3162878787878788,0.23674242424240383,0.44696969696965005,1.75,1.25,0.24321031657746056,,,,
NASA_Milling,B5_MultiSource_Attention,13,0.5345449744763247,0.2978609625668449,0.0,0.5102495543672014,0.3833333333333333,0.4445652173913044,0.6666666666666666,0.14583333333332119,0.1874999999999774,0.75,1.5,0.1259411180799361,,,,
NASA_Milling,B5_MultiSource_Attention,23,0.5704301419404395,0.3864104849398967,0.0,0.3823083778966132,0.7769230769230768,0.7375,0.2992424242424242,0.37310606060602775,0.3276515151514795,1.75,1.75,0.3461894765496254,,,,
NASA_Milling,B5_MultiSource_Attention,33,0.5686818901921877,0.3812423379090045,0.0,0.34848484848484845,0.7952421652421653,0.825,0.2746212121212121,0.4185606060605691,0.3068181818181479,1.5,2.0,0.2978020329028368,,,,
NASA_Milling,B5_MultiSource_Attention,43,0.4584260133459218,0.3062522045855379,0.0,0.2232142857142857,0.6955423280423281,0.30833333333333335,0.23106060606060605,0.4412878787878398,0.3276515151514795,2.25,2.0,0.38548923656344414,,,,
NASA_Milling,B5_MultiSource_Attention,53,0.5777571970363732,0.3737041632202922,0.0,0.3076923076923077,0.813420181968569,0.6428571428571428,0.25757575757575757,0.4185606060605691,0.3238636363636013,1.25,2.0,0.2793151196092367,,,,
NASA_Milling,B5_MultiSource_Attention,63,0.5459086108399609,0.35625765159748163,0.0,0.2797619047619047,0.7890110500305403,0.5833333333333333,0.23484848484848483,0.4393939393939007,0.3257575757575404,1.5,2.25,0.2909630574285984,,,,
NASA_Milling,B5_MultiSource_Attention,73,0.5517394504808693,0.369545215251737,0.0,0.3619318181818182,0.7467038275733928,0.475,0.29734848484848486,0.37310606060602775,0.3295454545454185,2.0,2.0,0.304030891507864,,,,
NASA_Milling,B5_MultiSource_Attention,83,0.5578123249747964,0.34152769771049335,0.0,0.22348484848484848,0.8010982446466317,0.45,0.1893939393939394,0.4185606060605691,0.3920454545454133,1.25,2.75,0.259228409267962,,,,
NASA_Milling,B5_MultiSource_Attention,93,0.546402681986206,0.3414235190097259,0.0,0.23076923076923078,0.793501326259947,0.39285714285714285,0.2121212121212121,0.4393939393939007,0.34848484848481104,1.5,2.25,0.13218487519770855,,,,
