experiment,task,feature_file,train_conditions,proxy_validation,test_condition,raw_numeric_sensor_feature_count,online_candidate_features,selected_stage_invariant_features,stage_definition,feature_selection,fine_state_strategy,model,probability_inference,no_leakage_design,best_arch_name,best_window_length,best_dropout,best_learning_rate,best_channels,best_gru_hidden,best_eta,best_fine_weight,best_temperature,best_mid_floor,best_late_tau,best_early_tau,best_order_blend,proxy_mean_score,proxy_worst_score,proxy_final_score,test_raw_acc,test_raw_macro_f1,test_raw_middle_precision,test_raw_middle_recall,test_raw_middle_f1,test_raw_middle_to_early_rate,test_raw_middle_to_late_rate,test_mix_acc,test_mix_macro_f1,test_mix_middle_precision,test_mix_middle_recall,test_mix_middle_f1,test_ordered_acc,test_ordered_macro_f1,test_ordered_middle_precision,test_ordered_middle_recall,test_ordered_middle_f1,test_final_acc,test_final_macro_f1,test_final_middle_precision,test_final_middle_recall,test_final_middle_f1,test_final_ratio_penalty,test_final_middle_to_early_rate,test_final_middle_to_late_rate,test_q_MAE,test_q_RMSE,test_q_R2,FINAL_condition_relative_stage_thresholds,FINAL_selected_stage_invariant_features,FINAL_gmm_fine_state_mapping,FINAL_proxy_model_ranking,FINAL_probability_param_ranking,FINAL_best_test_C6_predictions,FINAL_classification_reports_long,FINAL_confusion_matrices_long,FINAL_stage_ratio_comparison,CHECK_raw_sensor_cols,CHECK_online_candidate_features,figures_dir
44run_fine_state_tcn_gru_strict_no_leak,Strict no-leak fine-grained degradation-state assisted stage probability classification,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\1run_run_level_features\02_features\run_level_features_all.csv,C1+C4 final_train blocks,Strict nested C1->C4 and C4->C1; each fold has independent feature selection/scaling/GMM,C6,322,966,45,"condition-relative q_deg + local rate; early/late explicitly defined, middle as stable degradation band",train-only MI(stage) + MI(q_deg) + Spearman(q_deg) - domain instability + redundancy filtering,"train-only GMM with 5 ordered fine states; S0->early, S1-S3->middle, S4->late","TCN-GRU multitask encoder with q_hat regression, 3-stage classification and 5-fine-state auxiliary classification",raw stage probability + fine-state mapped probability + q_hat prior + premature-early inhibition + late suppression + causal ordered filtering,"C6 is only used for final evaluation; train/val/test online features are built separately; feature selection, scaling, GMM, model selection and probability selection use no C6",L12_drop0p2_lr0p0005_ch32-64-64_gru64,12,0.2,0.0005,"(32, 64, 64)",64,0.75,0.3,1.2,0.12,0.72,0.34,0.5,0.5434164668749224,0.9117911923025057,0.7460225658600933,0.9901315789473685,0.9902304781561747,1.0,0.9767441860465116,0.9882352941176471,0.02325581395348819,0.0,0.9901315789473685,0.9902304781561747,1.0,0.9767441860465116,0.9882352941176471,0.9769736842105263,0.9775120581308953,0.9841269841269841,0.9612403100775194,0.9725490196078431,0.9802631578947368,0.9807318583118002,0.984251968503937,0.9689922480620154,0.9765625,0.026315789473684237,0.031007751937984256,0.0,0.1132817588207361,0.13452282187726444,0.7476024415452698,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_condition_relative_stage_thresholds.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_selected_stage_invariant_features.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_gmm_fine_state_mapping.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_proxy_model_ranking.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_probability_param_ranking.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_best_test_C6_predictions.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_classification_reports_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_confusion_matrices_long.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_stage_ratio_comparison.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\CHECK_raw_sensor_cols.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\00_final_results\FINAL_CHECK_online_candidate_features.csv,C:\Users\wangting\Desktop\博士开题\公开数据\1PHM\PHM实验\44run_fine_state_tcn_gru_strict_no_leak\03_figures
