arch_name,window_length,dropout,learning_rate,channels,gru_hidden,proxy_mean_score,proxy_worst_score,proxy_final_score,proxy_C1_to_C4_score,proxy_C1_to_C4_acc,proxy_C1_to_C4_f1,proxy_C1_to_C4_middle_recall,proxy_C1_to_C4_middle_to_early_rate,proxy_C1_to_C4_middle_to_late_rate,proxy_C4_to_C1_score,proxy_C4_to_C1_acc,proxy_C4_to_C1_f1,proxy_C4_to_C1_middle_recall,proxy_C4_to_C1_middle_to_early_rate,proxy_C4_to_C1_middle_to_late_rate
L12_drop0p2_lr0p0005_ch32-64-64_gru64,12,0.2,0.0005,"(32, 64, 64)",64,0.5434164668749224,0.9117911923025057,0.7460225658600933,0.175041741447339,0.9473684210526315,0.948129732333213,1.0,0.0,0.0,0.9117911923025057,0.8519736842105263,0.8573328199813769,0.7387387387387387,0.20720720720720534,0.05405405405405357
L15_drop0p2_lr0p0005_ch32-64-64_gru64,15,0.2,0.0005,"(32, 64, 64)",64,0.6845171266976257,1.215463192834912,0.9765374630731332,0.15357106056033928,0.9568106312292359,0.9579673084636985,1.0,0.0,0.0,1.215463192834912,0.8205980066445183,0.8263625695827749,0.6396396396396397,0.3153153153153125,0.04504504504504464
L15_drop0p2_lr0p0003_ch32-64-64_gru64,15,0.2,0.0003,"(32, 64, 64)",64,0.7532602347564313,1.1766010797582218,0.9860976995074162,0.3299193897546408,0.9302325581395349,0.9317065535818178,0.9393939393939394,0.06060606060606015,0.0,1.1766010797582218,0.8239202657807309,0.8249931860460809,0.6576576576576577,0.19819819819819642,0.14414414414414287
L10_drop0p15_lr0p0005_ch16-32-32_gru48,10,0.15,0.0005,"(16, 32, 32)",48,0.7630012007831493,1.342921349186952,1.081957282405241,0.18308105237934658,0.954248366013072,0.9552577092794392,0.9848484848484849,0.015151515151515037,0.0,1.342921349186952,0.7745098039215687,0.7822273278929862,0.6216216216216216,0.3243243243243214,0.05405405405405357
L15_drop0p15_lr0p0005_ch16-32-32_gru48,15,0.15,0.0005,"(16, 32, 32)",48,0.8538778212829155,1.4492391086612693,1.18132652934101,0.25851653390456175,0.9501661129568106,0.9514032977330578,0.946969696969697,0.05303030303030263,0.0,1.4492391086612693,0.7840531561461794,0.782782652883486,0.5765765765765766,0.2252252252252232,0.19819819819819642
L12_drop0p15_lr0p0005_ch16-32-32_gru48,12,0.15,0.0005,"(16, 32, 32)",48,0.8542493896155493,1.467777202854727,1.191689686897097,0.24072157637637168,0.9736842105263158,0.9744318181818182,0.9393939393939394,0.06060606060606015,0.0,1.467777202854727,0.7828947368421053,0.7826282237735117,0.5675675675675675,0.27927927927927676,0.15315315315315178
